id,retweetCount,replyCount,likeCount,quoteCount,createdAt,isRetweet,isReply,isQuote
1799953277569920000,0,1,2,0,Sun Jun 09 23:54:37 +0000 2024,false,false,false
1799832392879980000,0,1,1,0,Sun Jun 09 15:54:16 +0000 2024,false,true,false
1799831392945340000,1,0,3,0,Sun Jun 09 15:50:17 +0000 2024,false,false,true
1799823478310560000,0,0,0,0,Sun Jun 09 15:18:50 +0000 2024,false,false,true
1799822696269990000,4,0,15,1,Sun Jun 09 15:15:44 +0000 2024,false,false,true
1799820530654360000,0,0,0,0,Sun Jun 09 15:07:08 +0000 2024,false,false,true
1799815172690940000,1,0,2,0,Sun Jun 09 14:45:50 +0000 2024,false,false,false
1799795547169350000,0,0,1,0,Sun Jun 09 13:27:51 +0000 2024,false,false,false
1799794830564020000,2,1,11,0,Sun Jun 09 13:25:00 +0000 2024,false,false,false
1799791497447170000,0,0,1,0,Sun Jun 09 13:11:46 +0000 2024,false,false,false
1799766842388730000,0,1,2,0,Sun Jun 09 11:33:47 +0000 2024,false,false,false
1799763819897750000,0,0,1,0,Sun Jun 09 11:21:47 +0000 2024,false,false,false
1799760227736450000,30,1,59,0,Sun Jun 09 11:07:30 +0000 2024,false,false,false
1799758308372550000,0,0,0,0,Sun Jun 09 10:59:53 +0000 2024,false,false,false
1799752995993010000,0,0,1,0,Sun Jun 09 10:38:46 +0000 2024,false,false,true
1799745117613670000,0,0,1,0,Sun Jun 09 10:07:28 +0000 2024,false,false,true
1799743710600850000,0,0,1,0,Sun Jun 09 10:01:52 +0000 2024,false,false,false
1799743630342760000,0,0,0,0,Sun Jun 09 10:01:33 +0000 2024,false,false,false
1799740039578200000,28,4,156,2,Sun Jun 09 09:47:17 +0000 2024,false,false,false
1799739454477010000,0,0,0,0,Sun Jun 09 09:44:58 +0000 2024,false,false,false
1799739031523340000,0,2,6,0,Sun Jun 09 09:43:17 +0000 2024,false,false,false
1799953264009710000,0,0,1,0,Sun Jun 09 23:54:34 +0000 2024,false,false,false
1799953237149460000,0,1,2,0,Sun Jun 09 23:54:27 +0000 2024,false,false,false
1799953231126350000,26,124,249,3,Sun Jun 09 23:54:26 +0000 2024,false,false,false
1799953229809440000,0,1,1,0,Sun Jun 09 23:54:26 +0000 2024,false,false,false
1799953224218370000,0,0,0,0,Sun Jun 09 23:54:24 +0000 2024,false,false,true
1799953156736220000,0,2,0,0,Sun Jun 09 23:54:08 +0000 2024,false,false,false
1799953121340480000,0,0,3,0,Sun Jun 09 23:54:00 +0000 2024,false,false,false
1799953054315530000,0,0,8,0,Sun Jun 09 23:53:44 +0000 2024,false,true,false
1799952992650810000,0,0,0,0,Sun Jun 09 23:53:29 +0000 2024,false,false,false
1799952930122180000,0,0,0,0,Sun Jun 09 23:53:14 +0000 2024,false,false,false
1799952880688110000,0,0,3,0,Sun Jun 09 23:53:02 +0000 2024,false,false,false
1799952841001570000,0,0,3,0,Sun Jun 09 23:52:53 +0000 2024,false,false,false
1799952791353650000,0,0,1,0,Sun Jun 09 23:52:41 +0000 2024,false,false,false
1799952762320650000,0,0,4,0,Sun Jun 09 23:52:34 +0000 2024,false,false,false
1799952707777930000,2,0,2,0,Sun Jun 09 23:52:21 +0000 2024,false,false,false
1799952631814820000,135,52,2020,5,Sun Jun 09 23:52:03 +0000 2024,false,false,false
1799952558011930000,0,2,5,0,Sun Jun 09 23:51:45 +0000 2024,false,false,false
1799927025316330000,0,0,3,0,Sun Jun 09 22:10:18 +0000 2024,false,false,false
1799927015954650000,0,0,2,0,Sun Jun 09 22:10:16 +0000 2024,false,false,false
1799926910308550000,0,0,0,0,Sun Jun 09 22:09:51 +0000 2024,false,false,false
1799926855082080000,2,0,3,0,Sun Jun 09 22:09:37 +0000 2024,false,false,false
1799926783447530000,0,1,1,0,Sun Jun 09 22:09:20 +0000 2024,false,false,false
1799926652996340000,0,0,3,0,Sun Jun 09 22:08:49 +0000 2024,false,false,true
1799926540463220000,0,1,4,0,Sun Jun 09 22:08:22 +0000 2024,false,false,false
1799926529696450000,2,0,33,0,Sun Jun 09 22:08:20 +0000 2024,false,false,false
1799926503523930000,0,0,5,0,Sun Jun 09 22:08:14 +0000 2024,false,false,false
1799926427338560000,2,1,11,0,Sun Jun 09 22:07:55 +0000 2024,false,false,false
1799926326629200000,0,1,4,0,Sun Jun 09 22:07:31 +0000 2024,false,false,false
1799926279942370000,0,0,0,0,Sun Jun 09 22:07:20 +0000 2024,false,false,false
1799926250917830000,8,3,114,0,Sun Jun 09 22:07:13 +0000 2024,false,false,false
1799926162094760000,2,8,16,0,Sun Jun 09 22:06:52 +0000 2024,false,false,false
1799926093367160000,0,1,0,0,Sun Jun 09 22:06:36 +0000 2024,false,false,false
1799926052615280000,0,0,3,0,Sun Jun 09 22:06:26 +0000 2024,false,false,false
1799925823408920000,0,0,1,0,Sun Jun 09 22:05:31 +0000 2024,false,false,false
1799925760096180000,1,0,0,0,Sun Jun 09 22:05:16 +0000 2024,false,false,false
1799925716093730000,0,0,1,0,Sun Jun 09 22:05:06 +0000 2024,false,false,false
1799925378812630000,0,0,4,0,Sun Jun 09 22:03:45 +0000 2024,false,false,false
1799943498076190000,0,0,0,0,Sun Jun 09 23:15:45 +0000 2024,false,false,false
1799942605696100000,0,1,0,0,Sun Jun 09 23:12:13 +0000 2024,false,false,true
1799942387244180000,0,1,3,0,Sun Jun 09 23:11:21 +0000 2024,false,false,false
